Minisector,NOR,ALO,Fastest
0,292.72171665864107,291.9605502650044,NOR
1,304.71690417430244,304.7357984355556,ALO
2,305.9582427134499,308.345553210084,ALO
3,189.24847954955703,182.79604762408238,NOR
4,209.18699232897802,206.49550046400873,NOR
5,203.85310341879352,198.4385023941243,NOR
6,263.21517455223494,264.6043624579827,ALO
7,254.3537356982857,255.33211558640411,ALO
8,205.98980607778245,200.01981007744757,NOR
9,205.35594916040435,204.9574347297303,NOR
10,145.15102444843538,137.52946913743733,NOR
11,198.19108567783053,206.7098047820529,ALO
12,181.40592821824066,172.17443455229005,NOR
13,246.986214230303,246.21234434142167,NOR
14,175.22948646651923,172.10420075549914,NOR
15,238.04087352002952,235.62753041151805,NOR
16,275.58067192066113,275.88684070748303,ALO
17,279.0832797931429,272.73733773298704,NOR
18,272.7965607611561,263.406198002963,NOR
19,260.3255424360173,246.22192939835517,NOR
20,261.9654312765318,255.7027595292089,NOR
21,262.51228870960114,257.61784490187534,NOR
22,221.13862761830674,217.38883683786992,NOR
23,203.05588855057192,192.43776091578619,NOR
24,269.40133269895784,270.50964763229814,ALO
25,284.37142857142857,,NOR
