Minisector,NOR,RUS,Fastest
0,270.80493656071303,273.71855220242423,RUS
1,295.8164692803688,298.9434083347295,RUS
2,310.4914238935488,312.7405094874074,RUS
3,318.82404178133334,320.80829561606396,RUS
4,322.8419876051582,325.1520016664704,RUS
5,325.184642976508,315.1595071664762,NOR
6,205.75034960985934,208.13978190769228,RUS
7,103.86405470228036,103.38446995407516,NOR
8,179.75438916,179.22716657579664,NOR
9,260.0641256063492,254.8817662147368,NOR
10,288.3200179244818,284.7260975277286,NOR
11,155.94703063411308,169.45796022548438,RUS
12,96.1451939809378,94.32879439357347,NOR
13,107.72808943046327,111.7447620181206,RUS
14,218.8451571186147,217.2629232815873,NOR
15,190.54147362349764,176.95925243613576,NOR
16,217.8593150566234,218.16219051946666,RUS
17,173.89284731904968,175.06634268042106,RUS
18,232.3523331641103,226.1042792732376,NOR
19,274.96966772335117,277.25668809148806,RUS
20,261.6815187599552,259.4009490760007,NOR
21,143.37515696717088,146.3558814711111,RUS
22,94.21804047663257,93.87881427084793,NOR
23,122.81949968086488,121.322952734597,NOR
24,224.06037061750908,213.22481206459625,NOR
25,252.85999872000002,249.89762133333332,NOR
