Minisector,VER,SAI,Fastest
0,270.96468246349207,274.76273706666666,SAI
1,298.24549548513164,299.39570469580315,SAI
2,316.9817703333333,312.15964603876796,VER
3,328.96432543091976,319.0323526901961,VER
4,335.6689682387302,323.8026040666667,VER
5,339.0835938,324.80809927139717,VER
6,228.95367138911752,210.83500479999998,VER
7,108.12847001342439,108.77952082376194,SAI
8,182.41062961373606,186.3998133282555,SAI
9,268.4563082819048,262.7724029268582,VER
10,302.0258434202037,291.79014473650795,VER
11,178.33244403946992,177.65944355762514,VER
12,98.78339865214603,98.59912071075038,VER
13,116.38300181962651,117.01847703188405,SAI
14,225.3182117161348,225.21594207536234,VER
15,191.7309061108757,185.3327589006803,VER
16,232.81889722371037,231.85034984084888,VER
17,187.33056687455118,181.7077385853968,VER
18,238.87335302034714,236.30151364155844,VER
19,280.44892100048713,278.36014951779447,VER
20,261.5468253968254,258.97613791201815,VER
21,152.1855822043948,147.24977233489537,VER
22,99.40314405921416,98.34824945931675,VER
23,126.67288565913448,127.31676543223332,SAI
24,225.40264282671262,225.9341077730849,SAI
25,256.8624992,257.6249984,SAI
