Minisector,HAM,ALB,Fastest
0,288.4696769129634,287.3346431302139,HAM
1,306.42070298543285,306.6371540807519,ALB
2,298.20710448533333,312.65224198474186,ALB
3,196.05681951724088,199.26487053736886,ALB
4,232.50510423087252,233.85643454113378,ALB
5,219.19548739896877,226.59229047855197,ALB
6,211.70966705348658,209.78627013308756,HAM
7,229.42091448465098,228.2418786564157,HAM
8,267.5520128369335,271.1161274926722,ALB
9,272.6245640195346,274.04846485781434,ALB
10,176.0622602686324,170.4598515158849,HAM
11,234.64991383176704,242.29773974642245,ALB
12,114.95841774879257,114.19445558777721,HAM
13,223.2054878861942,228.97955092934293,ALB
14,276.0378085982203,277.54374439074377,ALB
15,293.13742407757576,294.89134745561114,ALB
16,219.53996342413913,213.063542586867,HAM
17,184.69764040156824,182.89786458409415,HAM
18,265.7157750896886,272.1887592070309,ALB
19,292.61887272742877,293.62814867389926,ALB
20,304.63649112675654,305.8793664506782,ALB
21,305.40482250525156,306.96623379116886,ALB
22,280.4067516872994,275.39350220772053,HAM
23,117.85917005578096,120.70747372966292,ALB
24,245.31792220100124,243.74862443718385,HAM
