Minisector,VER,HAM,Fastest
0,280.7126043615638,298.3446192722404,HAM
1,291.61678321678323,310.54505684734403,HAM
2,295.77252367575755,316.8137854317488,HAM
3,292.2677972050125,306.92404150462085,HAM
4,163.71980491190502,161.8696630793241,VER
5,199.46453687739103,203.8367826889414,HAM
6,220.0264831663192,227.2898267337636,HAM
7,258.3151546554071,261.7982256812908,HAM
8,243.69983588647955,238.85904713460317,VER
9,154.02419859000474,153.53964665837495,VER
10,217.73046449211694,219.45901003290044,HAM
11,128.06225870946147,125.31751461838769,VER
12,228.43309584018144,224.07052871655915,VER
13,170.38565360511234,174.4531926579634,HAM
14,206.08154480601516,220.03666052185355,HAM
15,224.99169437814936,222.3568253004329,VER
16,254.79309614351826,249.83990199365078,VER
17,280.765125772549,276.7698532509778,VER
18,140.56592095784535,155.8439730807667,HAM
19,161.22212289646868,167.36383351881332,HAM
20,139.98255576389414,137.2482086407354,VER
21,149.05532816063905,154.4693528063492,HAM
22,108.55030472421406,111.8233250876919,HAM
23,216.06336578636436,212.0515317694984,VER
24,262.6701913615111,259.99186434234923,VER
25,274.7053952222577,275.0947912,HAM
