Minisector,VER,BOT,Fastest
0,303.12003966137564,308.0934210245614,BOT
1,235.01940191281815,242.08800042378712,BOT
2,134.04375647943027,138.66718343057644,BOT
3,216.9146592884764,217.74047014805433,BOT
4,262.5338187161828,263.1611104,BOT
5,286.4318777989418,288.79408483290564,BOT
6,300.63898906865967,302.85984290412847,BOT
7,273.52916826666666,288.3285114385965,BOT
8,177.1596165848332,177.72606060367235,BOT
9,242.38653051423915,241.4825748848485,VER
10,274.73399081704264,271.810525922807,VER
11,265.50246881035275,265.965142643324,BOT
12,211.57788027553696,208.95766677333333,VER
13,128.98396101232447,125.65893911248982,VER
14,126.33026788952381,126.13207941022911,VER
15,168.0394560655537,159.9340700369748,VER
16,125.58959671760547,122.50245166875631,VER
17,232.1775355362319,233.3448315012987,BOT
18,191.39220068223787,183.42072373858554,VER
19,162.39848352323233,164.2302529372375,BOT
20,247.52046249872416,248.3389201795758,BOT
21,274.07870195048326,276.1983078255639,BOT
22,287.31798214736847,292.09556712392487,BOT
23,296.53564805079367,301.36600319875197,BOT
24,301.357903458201,305.0720586666667,BOT
