Minisector,VER,HUL,Fastest
0,281.9394506238603,284.7046892946503,HUL
1,123.70385677013142,117.55378486639898,VER
2,161.94534222250445,159.19244738058663,VER
3,217.56581323658725,212.00726797682427,VER
4,165.24812101213132,168.98381527086755,HUL
5,244.7581799360242,246.1433917424762,HUL
6,215.11314765217392,207.01187071390476,VER
7,141.15587768910407,136.56699919284543,VER
8,237.40171837714286,237.13809402376418,VER
9,276.06390051137254,276.3910831413343,HUL
10,287.5490730955315,287.0829577996819,VER
11,154.05571515084486,156.09727069991098,HUL
12,223.43650745190013,221.87182173840984,VER
13,270.9402575174943,272.58916224920637,HUL
14,269.08183040694564,260.6944655310438,VER
15,96.86345441992502,98.59230416856143,HUL
16,218.1917044285306,219.10638028249616,HUL
17,272.7869214233766,271.5544216083984,VER
18,294.87046048750636,293.3803870648889,VER
19,305.4335635805195,302.414204977306,VER
20,311.1181469707602,308.421182328949,VER
21,288.1461556404509,289.7955403,HUL
22,160.89939309260163,156.10710533954546,VER
23,238.1685923886595,236.23237430989647,VER
24,281.49473720760886,277.20288793599997,VER
25,289.0571428571429,287.91000064,VER
