Minisector,LEC,PIA,Fastest
0,265.1446063542857,259.80806613946874,LEC
1,135.792294853815,131.812065285739,LEC
2,196.8109128392425,200.65713781604276,PIA
3,244.86854475174604,245.96894031238094,PIA
4,261.1557843326984,257.36745944533334,LEC
5,175.82918255427379,173.0870140533669,LEC
6,144.72831159394383,143.39129671013433,LEC
7,184.69678121757207,182.57352601147156,LEC
8,102.52935221192881,96.1693457642469,LEC
9,71.840992597862,69.32740229531561,LEC
10,95.35363880280453,92.32704556360295,LEC
11,180.82958305385282,181.18099573428043,PIA
12,243.53101866384878,245.64727494518516,PIA
13,268.50464282340135,270.11581899831936,PIA
14,280.34806438857146,268.8226267405128,LEC
15,108.9729912325069,102.48582795052212,LEC
16,142.0739126561616,149.03932431653152,PIA
17,185.42739074192687,176.8338915260803,LEC
18,199.8912377942246,191.85243819253375,LEC
19,217.46661999819915,201.71255927425838,LEC
20,135.45077351798707,130.77706999016132,LEC
21,114.08272814224284,108.6437474974437,LEC
22,99.83443231158633,92.90791846376763,LEC
23,203.64434139495555,197.8205336007213,LEC
24,249.09088552133582,251.43338201098038,PIA
25,261.8545454545454,,LEC
