Minisector,LEC,RUS,Fastest
0,273.63360506896333,273.71855220242423,RUS
1,299.35026004086575,298.9434083347295,LEC
2,313.10221886058366,312.7405094874074,LEC
3,322.0975001884444,320.80829561606396,LEC
4,325.54702395646257,325.1520016664704,LEC
5,324.4665909697048,314.27453796857145,LEC
6,184.09583805938595,197.59131762962963,RUS
7,103.80161417814442,103.78216891407514,LEC
8,181.24917674026668,185.46409864749282,RUS
9,258.9766765792579,257.2914153936842,LEC
10,288.9026840407843,285.1441376923459,LEC
11,174.2477313006073,158.7807233447767,LEC
12,91.22739408333771,96.5785668266641,RUS
13,108.07080299831772,115.52485950934198,RUS
14,214.13773901588092,217.25947545301588,RUS
15,178.91205101136288,179.60445101577642,RUS
16,218.50290520618094,218.02633290666668,LEC
17,175.42094107133642,172.8842312819757,LEC
18,234.39678801283026,234.59333037675142,RUS
19,275.4440362066007,282.3026669227903,RUS
20,249.92297339221727,243.18287562874457,LEC
21,144.66920075988796,143.75699312275736,LEC
22,95.76626546231851,91.70737289750527,LEC
23,122.64272144629336,123.8650244685197,RUS
24,227.0468225511846,222.48785564223604,LEC
