Minisector,HAM,SAI,Fastest
0,270.47377429691875,267.2402326192431,HAM
1,290.63450017705026,286.7000032644184,HAM
2,297.26386388143413,292.18786991531834,HAM
3,128.80678965603067,125.75517200592446,HAM
4,191.87035274832894,196.77855987119221,SAI
5,258.1865361735447,254.53487149134045,HAM
6,141.59817410238895,137.0729362554697,HAM
7,204.1508444914732,200.0495929866322,HAM
8,260.8786125510762,257.3190844675078,HAM
9,283.3199916485172,280.1079824055884,HAM
10,225.8016133544172,230.70342541328915,SAI
11,177.66451809282793,171.4649236059424,HAM
12,186.57217349130204,187.4974803280432,SAI
13,146.18494521325283,139.39445037879875,HAM
14,179.28385981456222,170.07648355238095,HAM
15,158.62569009785693,152.57012517991294,HAM
16,215.63926596410235,215.091403696665,HAM
17,232.80235957897594,226.9957857964985,HAM
18,236.51236486268607,230.8424839545724,HAM
19,236.75289857872244,235.8338992479827,HAM
20,144.2684858275267,141.84052074671257,HAM
21,138.15980589514703,131.0107681489817,HAM
22,168.9105459829106,163.60178456380825,HAM
23,150.80359573593495,142.69587276857578,HAM
24,227.63940055470994,226.15101924953646,HAM
