Minisector,VER,SAI,Fastest
0,276.46371463609665,278.4627191690949,SAI
1,298.47355432397444,298.46063797457543,VER
2,297.1045489473986,297.38909087996166,SAI
3,175.53477937820105,196.09695851598335,SAI
4,117.35769088847101,120.63020247978271,SAI
5,235.06802822443083,235.11422028665413,SAI
6,288.9842257064248,280.35137640221177,VER
7,310.5168918547841,296.4482149662615,VER
8,180.82005421172468,195.67530871876133,SAI
9,140.6826451927269,145.36417428988196,SAI
10,249.2434409801382,246.7715929438218,VER
11,289.7257287784127,287.93445528229813,VER
12,302.4136700554808,303.44659663966246,SAI
13,289.6177962233766,288.6520238494331,VER
14,300.88965571864736,296.5752906365533,VER
15,299.4053771869343,294.69583205112946,VER
16,257.6229457298551,266.8872463109995,SAI
17,231.969908485615,238.4029803995978,SAI
18,286.0973720990804,273.85840327287787,VER
19,315.47546108997165,295.0646684675585,VER
20,326.6820210909091,301.3755844155844,VER
21,246.71293322981938,257.907566357192,SAI
22,261.45783875908904,263.32558613569404,SAI
23,146.6531545328107,156.0343488407799,SAI
24,207.85132909408696,205.85524083147178,VER
25,255.35714285714286,253.866000128,VER
