Minisector,LEC,RUS,Fastest
0,290.8522325269534,290.0980101213033,LEC
1,300.37832514285714,298.598423032381,LEC
2,163.82454968766447,162.68817001018962,LEC
3,221.32905509153878,221.43081765003177,RUS
4,272.4446852262584,273.3467633351111,RUS
5,294.1344823877503,293.6497708820915,LEC
6,301.51270835555556,303.93761554225955,RUS
7,168.50326906342528,176.11480982058336,RUS
8,130.81631992431176,132.41671904963778,RUS
9,248.54403883477076,251.42815429818182,RUS
10,283.66854165555554,285.01611791157893,RUS
11,298.06920277252635,293.2846965424762,LEC
12,143.12466871989903,137.61528524796964,LEC
13,187.56011386827026,196.39473028955106,RUS
14,256.75696915704276,257.4719637622857,RUS
15,194.8395743632579,194.32061890302714,LEC
16,216.66064854319487,218.27881160453836,RUS
17,213.40675453144374,209.8666979545679,LEC
18,242.02560158452005,240.02336152513115,LEC
19,277.23441327667535,273.72134330039216,LEC
20,294.8472672131602,291.175849315873,LEC
21,264.73526640513364,264.6918073408924,LEC
22,217.14926503314004,213.09881432176172,LEC
23,199.4238432859979,195.59685884639805,LEC
24,262.93295427094466,262.4729730379281,LEC
25,280.30000071111107,280.2166656,LEC
