Minisector,HAM,BOT,Fastest
0,282.62105295584416,271.9114151786667,HAM
1,123.00481534471025,109.69588035089699,HAM
2,151.82236711172396,161.6796339703704,BOT
3,217.56951280926717,193.00021542910054,HAM
4,160.22041236038092,154.25043157197885,HAM
5,243.05374182178525,238.77259372457812,HAM
6,206.14343392964838,188.22577056841612,HAM
7,133.2486547343942,129.6805756825918,HAM
8,229.67523151795854,242.31340758036632,BOT
9,269.29922949915965,281.20831766552385,BOT
10,278.1442634843367,282.2022595453968,BOT
11,145.9693363808964,140.37754200555415,HAM
12,215.71751364487108,220.01759424338624,BOT
13,266.47980985333334,264.8112568758396,HAM
14,264.52478522054156,254.01510513015873,HAM
15,99.82928825915236,96.98399796345744,HAM
16,218.46207468310936,220.84319548776472,BOT
17,268.4163551497587,272.1036441064361,BOT
18,291.10500154607297,302.83492258,BOT
19,300.15447750316883,320.4664051646984,BOT
20,306.36180610960423,329.85601815836895,BOT
21,286.7538095358396,287.94598609428573,BOT
22,146.1422740929185,137.7432622274511,HAM
23,230.5671102926407,234.50606310398751,BOT
24,274.62042971109406,284.58124435555555,BOT
25,,298.3312496,BOT
