Minisector,HAM,LEC,Fastest
0,275.7570482206852,275.69574742054283,HAM
1,291.47649379343795,291.71964281904764,LEC
2,289.5869977613353,283.16954050199837,HAM
3,200.42761005473656,183.69745831501723,HAM
4,131.84607185682765,132.3636095535924,LEC
5,242.8391574626024,244.54791234126318,LEC
6,283.3177982257771,284.25273608200115,LEC
7,297.7530147189888,291.5907730458722,HAM
8,191.60539879293916,180.11602958874624,HAM
9,154.678439457826,148.48894267179483,HAM
10,253.3453940756525,256.5864360937956,LEC
11,284.1363957850996,286.96812789016434,LEC
12,293.79522040906016,295.84568996213517,LEC
13,289.3115778381171,284.9867607535482,HAM
14,298.48105571751,296.59184386359755,HAM
15,296.5244402797999,293.65850116955295,HAM
16,266.60563457623897,262.10332280685594,HAM
17,243.75720691116356,228.9856761739926,HAM
18,284.0318364916553,280.42795858279135,HAM
19,301.4573627087106,300.29717207855236,HAM
20,307.61260252366435,300.75124995047616,HAM
21,249.2253937188489,232.88815068530582,HAM
22,265.55238803849306,261.8641525160512,HAM
23,147.9425511958809,142.25470422939654,HAM
24,223.06924612322976,218.99633846392254,HAM
25,,258.6624992,LEC
