Minisector,VER,NOR,Fastest
0,290.64675744862257,296.0907203552655,NOR
1,302.808650637545,302.8024150974387,VER
2,173.04166064105178,150.91271980130153,VER
3,226.73301203023865,221.03627418548953,VER
4,274.4180318044444,278.5010917121195,NOR
5,294.71337198271635,303.2960168205128,NOR
6,302.82284249026424,316.3901255927438,NOR
7,178.4929276186549,155.02520455473066,VER
8,131.65293427254082,130.7241792666927,VER
9,250.40963001000569,252.19895912747793,NOR
10,285.28458457405276,294.0036960711111,NOR
11,301.13291637333333,306.1096724122,NOR
12,156.73708563013065,138.22949414069242,VER
13,186.964309184,196.23862407235,NOR
14,259.64633319718,257.05065502782253,VER
15,219.8563777357576,195.47959956412276,VER
16,226.3833660596664,214.85279765879827,VER
17,224.5973910707224,208.44383710235772,VER
18,250.53266293348725,244.46083500163743,VER
19,279.61505486365184,278.8948753386667,VER
20,298.64167293275614,294.09618933714285,VER
21,272.6558337323809,258.69127945249795,VER
22,231.1909217235921,217.59312472266612,VER
23,209.14071087688453,201.22940963890446,VER
24,265.0066284923906,267.29222159220365,NOR
25,280.3090909090909,,VER
