Minisector,PER,OCO,Fastest
0,262.4482090806734,258.5583844053907,PER
1,137.79127154127156,129.73181278497415,PER
2,265.7259196943017,269.2105312552165,OCO
3,306.4120999832381,312.66803060121214,OCO
4,306.3172004598353,313.17647214670234,OCO
5,314.65152259482096,322.18305855185184,OCO
6,317.45418576980745,327.0319588703704,OCO
7,317.10282118888887,322.2190798533333,OCO
8,208.65333461133076,199.4706730085976,PER
9,208.01271009950736,205.01436986796605,PER
10,194.86278064088202,180.378489604624,PER
11,184.54334948669108,176.22111625715763,PER
12,256.5613464876987,259.40521220890935,OCO
13,285.334853987483,271.6234281806646,PER
14,286.68059053961497,282.443557569727,PER
15,283.85641182365595,259.5434433093524,PER
16,189.55658883779336,173.7098572111877,PER
17,198.94581966368506,189.44247419900128,PER
18,246.15318881887254,251.70075297727553,OCO
19,289.09821930926324,294.2239657825987,OCO
20,304.6614025366598,314.42711734049425,OCO
21,310.81722755897437,320.80357499362316,OCO
22,308.35862580470024,316.08751939875776,OCO
23,255.05640797341152,237.56622589422815,PER
24,128.89309860727425,123.78421585931733,PER
