Minisector,HAM,BOT,Fastest
0,270.47377429691875,273.5326657040866,BOT
1,290.63450017705026,293.8111174343947,BOT
2,297.26386388143413,301.9672615372541,BOT
3,128.80678965603067,128.27495768674734,HAM
4,191.87035274832894,190.98346329011926,HAM
5,258.1865361735447,257.5018763857798,HAM
6,141.59817410238895,139.74321525199025,HAM
7,204.1508444914732,201.2660099011084,HAM
8,260.8786125510762,260.17454429822294,HAM
9,283.3199916485172,281.25043481826253,HAM
10,225.8016133544172,219.9213349264095,HAM
11,177.66451809282793,172.15342702117456,HAM
12,186.57217349130204,186.3139173594599,HAM
13,146.18494521325283,143.8552159682135,HAM
14,179.28385981456222,176.92309226360874,HAM
15,158.62569009785693,158.79249933077026,BOT
16,215.63926596410235,214.52450709575098,HAM
17,232.80235957897594,234.59076679792187,BOT
18,236.51236486268607,238.63084571268965,BOT
19,236.75289857872244,233.3496744052442,HAM
20,144.2684858275267,143.2473247988325,HAM
21,138.15980589514703,132.00513950217464,HAM
22,168.9105459829106,166.17946712853922,HAM
23,150.80359573593495,149.52673082150764,HAM
24,227.63940055470994,231.5294047906969,BOT
