Minisector,BOT,NOR,Fastest
0,259.4783976120412,257.0127455517661,BOT
1,213.9617801717655,198.6750825713069,BOT
2,226.27815879412563,222.1297981537263,BOT
3,263.58132107595145,261.7607975203701,BOT
4,276.14176223384123,272.58480082139056,BOT
5,223.35402905143056,212.92360982344516,BOT
6,98.63722102801293,90.66037790884096,BOT
7,188.34329429464552,196.6293634930011,NOR
8,273.1328143192695,274.20631806183223,NOR
9,296.47731375821115,296.13074046788654,BOT
10,304.70970331191387,304.2005148271843,BOT
11,306.07894736842104,298.8941649066667,BOT
12,110.86992876448794,106.44629855856739,BOT
13,218.37305356643844,224.6397364214836,NOR
14,285.9143145421802,281.254461738456,BOT
15,311.6296766936579,299.63194243383685,BOT
16,230.4203936784322,201.69946249043153,BOT
17,129.48669238229627,122.25409132358261,BOT
18,163.07199280367527,158.0475862131524,BOT
19,255.76645387319303,252.83497455911112,BOT
20,166.3558940571054,144.99392442985376,BOT
21,133.6442402419674,128.28221617306886,BOT
22,206.55164972256895,210.41230093321047,NOR
23,212.02017942694496,190.04290721971537,BOT
24,172.20940134090446,164.4247420421047,BOT
25,231.40833706666666,,BOT
