Minisector,VER,RIC,Fastest
0,268.81765170072384,271.43541223098913,RIC
1,294.8557202996115,298.5761764392157,RIC
2,311.6233009188991,309.6799573005128,VER
3,318.66112169025644,319.38589225589226,RIC
4,324.0143612676923,324.64143272442067,RIC
5,323.72265645,326.8993332622222,RIC
6,204.42042483286207,187.80334717355373,VER
7,103.13087323667428,106.03509088396694,RIC
8,182.1011543642328,184.11374892785636,RIC
9,257.9886363649732,258.84434048888886,RIC
10,286.88028461414143,288.9251035813485,RIC
11,160.3969177676055,154.55010899044734,VER
12,96.08736592198058,99.13077996680137,RIC
13,113.99616628118254,116.50248740884408,RIC
14,219.45099060548563,217.23708707225728,VER
15,184.25539787973855,181.16659650174842,VER
16,218.7516377880129,211.49972568031336,VER
17,174.86301705003956,174.2803716674462,VER
18,228.67888099690234,234.84300142516292,RIC
19,274.4207338948776,277.5739428727847,RIC
20,239.3307679847619,245.45371533413703,RIC
21,145.17240175317025,144.76660198506443,VER
22,98.13204428611672,94.02951718646082,VER
23,122.68240458822955,123.02397037017467,RIC
24,223.06943569661826,216.09494725726327,VER
25,252.65,254.58125,RIC
