Minisector,NOR,HAM,Fastest
0,296.84434027015874,304.9373891555957,HAM
1,233.91417733685043,236.2628714138351,HAM
2,124.40211224352458,130.64283335070755,HAM
3,241.38757759509429,239.90483706489206,NOR
4,193.28775289875225,191.26712426383253,NOR
5,249.74447131524695,239.62073367286936,NOR
6,237.24884759677957,228.22824481966694,NOR
7,259.82324301781836,250.85328552563809,NOR
8,284.66368670319594,293.19982008751344,HAM
9,209.98601665157116,210.62935622462118,HAM
10,206.9514306931055,204.72920890653145,NOR
11,271.2561129992958,275.99960274853134,HAM
12,218.94741114785185,210.41964197303454,NOR
13,251.40023381424984,253.5111689698276,HAM
14,290.9154196099856,295.22070989311896,HAM
15,305.6207903706481,311.41281181185894,HAM
16,302.9253702174577,315.22127975328794,HAM
17,211.4719648580036,208.78276377470667,NOR
18,263.2587599814966,262.6151380278857,NOR
19,293.0675513575932,299.8775151881393,HAM
20,306.2876245755844,323.2687132395768,HAM
21,300.12513450742887,328.8977604027211,HAM
22,157.85011059222575,155.91073658823456,NOR
23,232.943049697998,240.57424658442386,HAM
24,282.71918201793534,297.17483432524017,HAM
25,293.7492163512544,313.08541653333333,HAM
