Minisector,VER,SAI,Fastest
0,296.7139423179487,306.43301321025643,SAI
1,239.47718769934167,237.49349799206368,VER
2,133.50047061224916,130.56982603370218,VER
3,237.0284837618474,240.24092087142856,SAI
4,193.66087739513475,185.29403538484124,VER
5,246.7867063718944,247.58750021505378,SAI
6,235.98407722857144,227.83455601563065,VER
7,259.16743017360113,255.152058182115,VER
8,285.5376489904762,291.2009669432734,SAI
9,213.22291054124656,206.31963239446324,VER
10,205.2716970921835,206.37708555789473,SAI
11,268.7024641384516,275.0032150721693,SAI
12,214.90249898891824,212.88442826666665,VER
13,253.0954804931118,246.37683471644445,VER
14,289.5360256077637,290.0168879181658,SAI
15,297.81009612307696,312.9415457526278,SAI
16,295.158499968,319.9730897333333,SAI
17,243.92784552249435,220.6067074827493,VER
18,268.86840635164884,264.0358641904762,VER
19,294.4661862974359,296.7947535407407,SAI
20,302.8511217641026,318.23802124444444,SAI
21,298.1116985846154,324.7349738195583,SAI
22,156.71774603834436,152.49735613732156,VER
23,234.93047240798506,232.00186818407838,VER
24,286.74148262706024,298.1405916717949,SAI
25,,313.94166613333334,SAI
