Minisector,LEC,GAS,Fastest
0,260.50083282857145,244.09635932333532,LEC
1,136.44313745239566,126.71346671648351,LEC
2,206.86518620555916,202.48262173454856,LEC
3,247.31452370285714,249.49699438120635,GAS
4,255.14118279183975,250.78159282637364,LEC
5,174.64396415061003,173.48326737505045,LEC
6,145.8742617793016,149.03325886445586,GAS
7,184.10254791538284,189.4097802123667,GAS
8,102.95935631278756,105.05628357537168,GAS
9,71.1024909550716,73.13411430061181,GAS
10,98.02791612765871,99.65469240429815,GAS
11,192.59407516309773,193.06390288,GAS
12,247.9786338369414,248.20949324022197,GAS
13,269.94507609761905,270.25342567335497,GAS
14,281.17440924835165,270.2062819265306,LEC
15,110.61044685620722,111.47282239990217,GAS
16,162.0873198640254,161.78956666442576,LEC
17,187.48720476756694,182.91544104045065,LEC
18,199.04555009705217,200.61904470007352,GAS
19,217.51444695505026,204.5212432952381,LEC
20,139.34941202540605,136.29089805367153,LEC
21,104.910282432994,96.06521676072134,LEC
22,100.02962499288127,97.17432056498532,LEC
23,203.05137178818552,200.01413531863255,LEC
24,248.34752726153846,250.71647940554746,GAS
25,264.9499968,,LEC
