Minisector,HAM,HUL,Fastest
0,287.7378309733333,298.9879998933333,HUL
1,291.76893220845074,306.1179087557168,HUL
2,163.9699065948498,155.20041821165384,HAM
3,216.64354746219868,220.15622108645675,HUL
4,270.4048191518954,271.63987372997195,HUL
5,290.9133166243137,292.46357755981575,HUL
6,292.8198763100245,294.89259691838953,HUL
7,172.26217421553923,173.97231337583068,HUL
8,120.40707045272848,119.55607570989011,HAM
9,248.56075829714285,248.19385748454945,HAM
10,285.23406442728117,285.22729575502245,HAM
11,296.4831353269841,294.17088886044445,HAM
12,142.07961519817042,139.79375838671297,HAM
13,192.57885455364624,187.37996864596275,HAM
14,254.94999931070706,252.79994987468672,HAM
15,198.71174451540267,190.66267355300127,HAM
16,212.14354741834674,205.71966075154324,HAM
17,207.27619744075125,196.2275372857143,HAM
18,242.458010754709,233.8479390939337,HAM
19,276.8925436398413,272.79136507936505,HAM
20,293.99277014369255,290.8733471340515,HAM
21,256.44851380345676,255.80455499322207,HAM
22,212.27379328046175,216.80099556848364,HUL
23,202.45003186539682,201.25884170392345,HAM
24,262.57792400732023,261.75977389635244,HAM
25,279.93749760000003,279.69500031999996,HAM
