Minisector,VER,HAM,Fastest
0,250.7771297054945,258.2280481616162,HAM
1,128.80786770585513,127.82346579506991,VER
2,203.25835353514177,201.55075640098764,VER
3,245.91979048888888,246.94964719267978,HAM
4,253.14987482406562,253.78950440804232,HAM
5,171.11105437803928,173.4297358935873,HAM
6,140.94384258040162,146.8554197574839,HAM
7,181.27551798754016,188.8378744502857,HAM
8,99.27755268988936,99.33344590828584,HAM
9,71.8967252777775,71.96516363886289,HAM
10,96.50828391397405,99.6081388562963,HAM
11,182.43659427102082,186.73432908826,HAM
12,239.83289126282972,243.4651784137143,HAM
13,256.77133892952384,267.83694465094015,HAM
14,261.8122166827925,276.06591385534045,HAM
15,104.8334309320272,111.82189170014814,HAM
16,155.74440563067543,150.74206098828273,VER
17,193.04789217452972,185.73693325677831,VER
18,196.50399269333332,197.87396855873016,HAM
19,206.5433439369764,209.90531485689394,HAM
20,136.78793748380951,134.35643530139194,VER
21,105.6621039165902,110.99555630995948,HAM
22,97.65666617672984,98.4308201238988,HAM
23,195.33078964266667,198.7898431375238,HAM
24,248.79356329396825,251.78406218876233,HAM
25,260.0999936,,VER
