Minisector,SAI,NOR,Fastest
0,293.8499419160248,301.09382216756654,NOR
1,157.33382892790135,155.67275792391825,SAI
2,153.9921448879336,150.34680330423186,SAI
3,222.67616004481832,225.1781148639041,NOR
4,285.59067424424876,285.12883278201167,SAI
5,296.33746314323383,284.89373814265736,SAI
6,152.59238339768748,152.84637451034558,NOR
7,141.58786604466928,139.19455783795593,SAI
8,147.10669844866467,145.58960341996368,SAI
9,184.5921621092066,166.22569261176153,SAI
10,135.8015485890527,133.76306498674225,SAI
11,127.53170552832603,128.0304329942311,NOR
12,151.83857423007214,153.9976954366451,NOR
13,267.32522295415873,262.7711919635613,SAI
14,294.50467787482444,289.37377962666665,SAI
15,151.47505602066377,148.281350387015,SAI
16,207.4953433144351,209.1711774859804,NOR
17,172.37442083229385,160.33026905365534,SAI
18,272.35451263622195,269.09288249950197,SAI
19,295.67293768138717,295.6104986043024,SAI
20,308.3707804292283,309.53145878857146,NOR
21,315.87041670933337,315.74737117409524,SAI
22,320.6685327951625,320.4368654628184,SAI
23,323.3604167253333,322.5928703930697,SAI
24,324.25581817893607,321.5128139597884,SAI
25,,317.64166613333333,NOR
