Minisector,NOR,OCO,Fastest
0,257.12821594525565,253.68888031783686,NOR
1,215.21088249915928,214.85535952437573,NOR
2,211.6397770006499,202.360476561338,NOR
3,260.53443721285385,255.59800236098414,NOR
4,274.2883250370899,267.340902032162,NOR
5,280.1641304115942,288.6549009558188,OCO
6,167.19632385284226,166.89835555378428,NOR
7,189.89390736987698,178.59635845682706,NOR
8,268.28382299188473,267.5022261754929,NOR
9,288.84704793282907,293.1200568875573,OCO
10,295.2996126210737,304.0183068318192,OCO
11,290.29696418044887,309.51345487480756,OCO
12,116.90089127235072,113.28966178942304,NOR
13,192.7596600153604,179.5039017425305,NOR
14,270.2989371672861,271.1903131672194,OCO
15,290.9640367649027,296.8676826409122,OCO
16,290.3817422081738,306.0839242880529,OCO
17,185.87000460365755,182.13075134722789,NOR
18,225.1614140538681,218.00607273655385,NOR
19,263.91535843048814,263.07621646244627,NOR
20,157.56717464494287,152.81466337026933,NOR
21,151.16534806301541,141.41496254333038,NOR
22,220.72001896159276,216.75734345934018,NOR
23,228.79895819862534,228.8408028657014,OCO
24,164.1480099044242,154.64464351064058,NOR
25,,224.74627112794002,OCO
