Minisector,LEC,STR,Fastest
0,267.61504096117216,263.08880179753936,LEC
1,244.04719215407408,250.08205054358976,STR
2,153.02152207017716,166.75448883291213,STR
3,250.8792870297724,248.72171818463463,LEC
4,275.51406235555555,267.44611733999835,LEC
5,187.3595461677699,200.01186558838168,STR
6,118.61432986083497,126.13275634098785,STR
7,166.68252191349603,150.64466822587272,LEC
8,261.621333248,254.1982293303561,LEC
9,177.5336252778198,196.3625539002012,STR
10,185.09797555809521,173.75726511020724,LEC
11,257.5287988585012,255.98527761592547,LEC
12,235.44360114285715,241.9247243682666,STR
13,259.1809401279483,253.58618907145407,LEC
14,286.8655795478261,278.31012261785787,LEC
15,288.7651289564069,290.705303369697,STR
16,149.49856430477922,152.85033699505496,STR
17,239.78323158284942,230.37911977281158,LEC
18,287.60308425281386,280.9738047970699,LEC
19,300.2676136242424,294.44645557056276,LEC
20,305.60782942182584,298.79393944242423,LEC
21,312.4914681687075,302.29734846060603,LEC
22,156.28385385151492,181.90816520390874,STR
23,91.31352181418684,91.60278782319585,STR
24,173.4913577080787,162.72857743135464,LEC
25,245.73333333333335,245.37916693333335,LEC
