Minisector,VER,HAM,Fastest
0,260.98186973874124,257.5231736068376,VER
1,139.1218542754947,136.80631336410258,VER
2,200.1722323968254,207.2903887409414,HAM
3,246.27175517567122,247.05984716408165,HAM
4,263.3958257367521,256.15897354497355,VER
5,188.73589588525573,177.63528481370594,VER
6,147.38441797731633,154.1698674245614,HAM
7,188.07914144985995,187.69368373593863,VER
8,98.610521303256,100.85649788088763,HAM
9,73.57845707496811,73.20021550700623,VER
10,97.7614164732039,99.06129294583792,HAM
11,184.77620532148148,186.5229309923041,HAM
12,245.22468798,244.6442998421995,VER
13,268.31158443369964,268.44062556033055,HAM
14,278.454921546672,274.70349999999996,VER
15,115.23588551973063,112.77650134432203,VER
16,152.9849429411486,147.6404353073292,VER
17,193.2341861496572,192.54121790431503,VER
18,202.13800617460316,201.7785006535948,VER
19,219.51539217777778,219.91825805666272,HAM
20,136.55007651767198,139.78623393629138,HAM
21,112.43377557036487,121.05739161691443,HAM
22,101.46797615423283,99.33435301999143,VER
23,202.4756573952822,197.70563854536428,VER
24,251.7393968680635,248.90805354973796,VER
25,,265.3125008,HAM
