Minisector,HAM,ALB,Fastest
0,297.54730081212125,284.36587170955266,HAM
1,150.6675177068071,159.20976856635716,ALB
2,165.26209413083652,164.8099690549259,HAM
3,245.3799650727619,241.9745078471477,HAM
4,282.65137436398265,282.96632997640836,ALB
5,245.34674925804927,224.64877638177094,HAM
6,218.33269116838088,212.48655065756643,HAM
7,152.01368774392608,150.19086264573144,HAM
8,228.70067434121106,228.58669729706668,HAM
9,280.65960747953494,280.2858836339431,HAM
10,296.7998840250677,301.0653924517962,ALB
11,305.8264916566899,310.30599174536474,ALB
12,310.83885212514286,313.937839628682,ALB
13,303.1953909617778,303.56734754006345,ALB
14,124.47551966575821,123.56637047448923,HAM
15,119.81074291045803,114.31728150799971,HAM
16,96.95526268077057,94.67594581089631,HAM
17,234.0936464617065,234.5049342866745,ALB
18,286.3928883765427,288.6518591940318,ALB
19,304.7210994694737,307.2741645090909,ALB
20,313.8418416560224,316.59553882185463,ALB
21,313.8321468903908,320.2036576651852,ALB
22,127.62483763765312,121.19259669160967,HAM
23,198.5489690052246,201.02811868073826,ALB
24,268.1252696151153,270.3988812432536,ALB
