Minisector,VER,OCO,Fastest
0,309.906776522857,305.78836298410437,VER
1,192.3871540086286,189.7441202236553,VER
2,111.83961107349316,113.21109201106499,OCO
3,199.86786891185184,198.50459162698414,VER
4,257.8844521779107,255.89040554426504,VER
5,285.0699269281999,282.87232665627704,VER
6,301.37697323990926,298.3542602722078,VER
7,234.9193226393601,243.08360703003626,OCO
8,144.58934670099737,143.25158884705883,VER
9,232.0010943228226,226.05987673600004,VER
10,271.7709642516959,267.8947028761905,VER
11,235.24227184561403,232.63738427362318,VER
12,177.5748213902836,174.82949418751323,VER
13,106.59975437212124,108.4252292710134,OCO
14,108.40515047556364,105.61906189448118,VER
15,142.8635772620683,145.7418472862041,OCO
16,111.37516131891694,108.75356040272136,VER
17,214.04970525044735,206.1495916551054,VER
18,158.06916636185008,154.89898414337662,VER
19,145.45145383014142,147.15591029154584,OCO
20,242.47766592,237.73581776962405,VER
21,274.04577208574887,270.3721640616785,VER
22,292.29752957086833,289.7061454567003,VER
23,300.75064471111114,299.6634069328254,VER
24,307.0591301762238,304.37041971536956,VER
25,309.0,,VER
