Minisector,VER,RIC,Fastest
0,259.17035879569414,266.676782883536,RIC
1,134.28416441603588,137.0726947606997,RIC
2,191.77074895770562,201.03509818324017,RIC
3,243.53333333333333,250.47757994829018,RIC
4,253.63769043900885,261.8020822857143,RIC
5,178.46078433699898,175.8259756744353,VER
6,147.10689117512922,145.0696579655973,VER
7,179.33105232899464,183.60874225822982,RIC
8,104.08326029919525,103.96147575963906,VER
9,75.79427630837702,73.50255852075865,VER
10,93.88188487278094,93.88185241397503,VER
11,175.90819422401765,178.15481652012247,RIC
12,238.24938528681884,247.89123544931863,RIC
13,248.7499996952381,272.5849418473571,RIC
14,266.51058178451484,285.903409729334,RIC
15,115.61495499415986,123.12383424103162,RIC
16,146.7208824190481,133.94791929903784,VER
17,188.05995091626914,189.11393736136682,RIC
18,193.23917902236744,200.07299085824806,RIC
19,201.86266303048487,219.44877091466148,RIC
20,138.05261941527772,138.22755213612493,RIC
21,112.94851632758677,117.03811208580943,RIC
22,94.5780395454079,89.36372950500262,VER
23,193.57995725440725,191.5347480080302,VER
24,247.03990231843753,251.97740355666903,RIC
25,262.2166656,267.07531119020814,RIC
