Minisector,SAI,ALB,Fastest
0,256.69918803859986,257.70713721405593,ALB
1,135.44197617131312,127.10383860536028,SAI
2,202.83158917746172,195.88596331851852,SAI
3,247.2824914422439,245.13293846521316,SAI
4,256.6403754805195,252.69059776703295,SAI
5,178.9676527925019,164.3458422465617,SAI
6,149.91850674699938,141.9038420224059,SAI
7,183.1614394375065,183.01389373561906,SAI
8,103.01513594823992,102.62816298659781,SAI
9,75.01329342206746,68.82162418692326,SAI
10,91.26667983404809,96.7165880107674,ALB
11,186.94010131156463,182.2205988786032,SAI
12,245.0092561235209,243.594098304,SAI
13,270.72904273038097,265.70733103436504,SAI
14,275.82099191794873,278.240339660606,ALB
15,105.16481880630181,109.67726841889991,ALB
16,158.11447069061225,152.34507953894993,SAI
17,189.962677047873,172.3364031492337,SAI
18,203.37466561284782,185.66362061699988,SAI
19,215.85422526162463,203.43919890666666,SAI
20,141.5679961004329,135.98103886207377,SAI
21,105.12172034127077,98.71461303874113,SAI
22,97.76671209162964,103.42279469603216,ALB
23,201.41443293946523,202.99755345148205,ALB
24,253.684412205874,251.60959039617623,SAI
