Minisector,HAM,GAS,Fastest
0,294.7570313853535,304.15355164160155,GAS
1,306.29295461333334,321.71708413415985,GAS
2,311.9339445949556,329.5032636165079,GAS
3,314.87405864744574,310.9306422719198,HAM
4,155.43040233849047,157.8483988969505,GAS
5,209.90239970530817,208.9596364838788,HAM
6,240.98126746719564,233.34452887923248,HAM
7,273.27956117974935,268.23290387764706,HAM
8,249.21982927688313,249.435534382985,GAS
9,156.0733187468078,156.9959636960265,GAS
10,216.63480225873016,218.27748882615396,GAS
11,128.22710140131142,124.0158541657201,HAM
12,235.94233617822707,220.8214761114084,HAM
13,175.3447597813152,171.6373163290771,HAM
14,218.779999182523,213.50624879612857,HAM
15,242.333547435297,242.3905172414432,GAS
16,269.2422787908618,263.8015128617265,HAM
17,300.4312143559497,287.4517107936508,HAM
18,151.31760957444624,155.77073075506172,GAS
19,166.77460046531064,158.834354065778,HAM
20,134.87041187219364,135.70053406785325,GAS
21,228.3503506535266,224.56713787854997,HAM
22,264.2766312642938,260.58349362378067,HAM
23,248.09925121119983,250.22902842873208,GAS
24,277.3736347906629,275.8286442238769,HAM
25,290.1,288.59374879999996,HAM
