Minisector,VER,HAM,Fastest
0,298.6266713405709,296.38773448666666,VER
1,240.8839929826581,227.37716747172072,VER
2,130.60047894460192,132.22198395474837,HAM
3,239.0675018225067,232.18505747103202,VER
4,192.2223718805054,188.63638724440605,VER
5,237.87943287085318,238.7958517123664,HAM
6,220.9324770080366,224.04213114838709,HAM
7,250.42341035205936,257.6433712365333,HAM
8,282.6522669186674,285.4537233736752,HAM
9,215.76498980656524,201.87294112577416,VER
10,203.62311413760142,204.43982159788382,HAM
11,270.87286858666664,269.5968764642199,VER
12,210.85413676257008,205.5747754678994,VER
13,249.89667188802986,243.29371717175994,VER
14,291.65989098152136,284.7545486791917,VER
15,307.2516961701587,300.9948998880231,VER
16,313.66813267275336,303.4299603088849,VER
17,243.39580424314872,232.09592358524864,VER
18,261.7644590340663,262.20580632937657,HAM
19,296.69912076579675,291.0946116935805,VER
20,310.4394937303167,302.7981364830883,VER
21,312.10321017454544,303.4030204934745,VER
22,147.29671054863724,156.69987120481724,HAM
23,228.69244465277342,230.8688308056114,HAM
24,285.07696361419914,280.211250664085,VER
25,294.5374992,291.1166666666667,VER
