Minisector,VER,LEC,Fastest
0,253.3297097388342,256.59767523266186,LEC
1,208.27424786717566,198.57503664765346,VER
2,220.61895174251248,221.9789826940115,LEC
3,258.21328008774896,263.0135812838626,LEC
4,269.4691131770955,276.62713620666403,LEC
5,210.90782666559207,220.55879991929052,LEC
6,97.86393107573402,95.64795254729611,VER
7,189.77231717444084,186.0331395788788,VER
8,274.62717114162035,277.80128997381615,LEC
9,297.4157405629629,302.90931325956126,LEC
10,306.39889735049337,314.7380681756682,LEC
11,301.0952810745984,314.4335483307435,LEC
12,110.40119679750237,107.32318200347498,VER
13,212.7094058268342,216.05137497709512,LEC
14,273.6957179202362,280.55821839586275,LEC
15,296.50875698559776,299.48067813221513,LEC
16,224.54706663736664,219.6464955711439,VER
17,125.3962529793476,123.50512587115992,VER
18,154.6209839769017,149.15947091534562,VER
19,250.388232103897,256.26149077128446,LEC
20,153.61722492033985,146.42530121366767,VER
21,128.3590209840303,125.06342154560654,VER
22,202.5657704610455,198.68718935417488,VER
23,205.83260765848058,192.44906094753028,VER
24,171.7946451597134,164.94064154084276,VER
