Minisector,LEC,ALO,Fastest
0,252.44625272681142,255.13288735188846,ALO
1,217.80942104035555,199.9186631163454,LEC
2,202.92168898150118,208.18785993344315,ALO
3,255.6450012248804,261.33444467070706,ALO
4,270.7699998526984,275.35282174521535,ALO
5,289.3682222648889,291.4344723480859,ALO
6,157.8433706685152,157.7402910489983,LEC
7,162.61051040263374,188.48342777295716,ALO
8,265.7285965213362,272.54240988504614,ALO
9,295.4379774625801,308.0633161802688,ALO
10,308.24275360551917,325.2102732020168,ALO
11,312.1596180724059,305.058457847815,LEC
12,117.16638536752615,100.50327016661228,LEC
13,193.35943125287463,194.17773102610442,ALO
14,269.44036449634643,279.8558142061839,ALO
15,293.9963415597861,311.3628906522306,ALO
16,301.85350993868974,322.63458338158733,ALO
17,187.47937253056958,176.73661955265305,LEC
18,215.7272125394061,220.19121951012346,ALO
19,268.7625507426263,267.4054969281988,LEC
20,145.60133414106207,143.77077482737542,LEC
21,144.74316561767188,145.17731066893901,ALO
22,218.54276129575757,223.51860080827748,ALO
23,233.49435618462292,228.07985723875302,LEC
24,161.6912732928869,164.23094287532962,ALO
25,224.61111466666668,,LEC
