Minisector,BOT,GAS,Fastest
0,268.5614836448391,260.6510051678161,BOT
1,132.86533836976542,135.69468098743334,GAS
2,269.77372532244897,263.759756291047,BOT
3,312.253830426501,300.7727926031746,BOT
4,310.20850693333335,296.0018890168761,BOT
5,321.21214847445884,304.281333248,BOT
6,335.2465911143687,309.4361109777778,BOT
7,339.26837110303035,310.40758115555553,BOT
8,205.43711201427658,203.44266375647183,BOT
9,203.9354358979124,198.4214131851379,BOT
10,180.25944041289708,181.09011608914403,GAS
11,171.04879457845777,168.95358470763946,BOT
12,259.0998131644578,253.01382869333332,BOT
13,276.14587878681317,276.1936729283951,GAS
14,281.00081285741135,275.0632589525118,BOT
15,272.79791459591837,275.8977512239859,GAS
16,190.62346859555853,185.59819011869038,BOT
17,195.8847962954284,192.41337237905765,BOT
18,245.92314942098605,237.57361903240297,BOT
19,291.5742472035389,284.3779760527473,BOT
20,311.9997398666667,304.0642490498317,BOT
21,316.5345497043478,310.78802079999997,BOT
22,315.0621527555556,309.53638095238097,BOT
23,261.82935776040205,261.8503072041518,GAS
24,117.2285245096583,114.87141936058607,BOT
25,,229.30000213333335,GAS
