Minisector,HAM,PER,Fastest
0,291.10609580649196,293.4756303090128,PER
1,305.9098957714286,307.3522865653781,PER
2,311.1852525252525,313.49293205360607,PER
3,310.62517371555555,314.7105764319533,PER
4,189.47501747916772,193.964190749899,PER
5,214.08411698082537,211.3323949409994,HAM
6,267.89334251539395,267.4414868525205,HAM
7,268.6646913095032,270.4520180462585,PER
8,185.51064244515763,185.42107849932833,HAM
9,140.1061788909591,144.10659562398246,PER
10,176.45814823761904,184.11184614302783,PER
11,258.4979997608551,259.8598929928158,PER
12,250.68463800248446,251.7875112395534,PER
13,229.13450207259748,233.26488959552734,PER
14,267.6093518222222,274.69410670597125,PER
15,168.38819231130117,169.32364562989767,PER
16,221.78711080675555,219.00961107602052,HAM
17,237.09607289202518,228.80294220484583,HAM
18,131.06660556277058,132.9007760704407,PER
19,238.02138480754036,246.96721716079398,PER
20,278.7581595911111,283.0804239558454,PER
21,243.4560140908666,227.7295230883857,HAM
22,137.21214793695236,139.56779573956072,PER
23,207.63508165196342,216.5260771466311,PER
24,268.77851198808656,271.3281023431305,PER
