Minisector,NOR,LEC,Fastest
0,292.45572067927134,176.72130727592923,NOR
1,312.4125,213.6310326817391,NOR
2,326.65256418461536,200.12616452266667,NOR
3,335.1671849196639,122.9355356342857,NOR
4,337.7085714285714,132.9085356982287,NOR
5,314.43352255584415,183.06982253714287,NOR
6,220.30076098228955,159.7789375991342,NOR
7,103.94505097142857,158.09411719529413,LEC
8,101.93294131814159,149.97739761570665,LEC
9,199.5208016227343,190.09454625246752,NOR
10,238.4748018285714,220.2180060952381,NOR
11,263.52751893172933,249.82965482251083,NOR
12,261.9262464242955,230.5879458805195,NOR
13,165.49720396087827,216.07336874072107,LEC
14,114.2168351847619,226.05208533333334,LEC
15,134.32363141333332,268.3527037992157,LEC
16,202.8448888888889,283.54444485079364,LEC
17,233.36440222608698,204.90874146008503,NOR
18,239.03148157037037,117.94009852955882,NOR
19,219.20671817333334,144.63981052540538,NOR
20,209.82440664565658,197.29587237530865,NOR
21,244.27493089777778,133.97455007048023,NOR
22,259.29453128,,NOR
23,263.49901711383217,,NOR
24,180.06720978962963,,NOR
