Minisector,VER,HAM,Fastest
0,292.2906127032181,302.53079301065713,HAM
1,301.68642401735934,317.3267264186909,HAM
2,306.21821425142855,325.61163201666665,HAM
3,307.1267970509804,324.89805194805194,HAM
4,176.01992609381347,172.83554283342528,VER
5,211.74085115566595,212.49898530714978,HAM
6,242.69555784281573,239.87015366875062,VER
7,267.77923237028614,264.78811708883114,VER
8,256.61514146742854,245.96807625055416,VER
9,164.54775483965372,160.70590884705882,VER
10,229.165047265526,225.4144917600058,VER
11,129.61305489924825,127.53918324297747,VER
12,229.62730079346585,228.46854765874514,VER
13,185.49525954551729,179.73307084952378,VER
14,213.26990956906738,215.62397917124426,HAM
15,247.7983910745298,248.99439180654244,HAM
16,265.208204184127,265.1992866989689,VER
17,287.98586781795416,285.6380016888889,VER
18,158.90663209332425,151.7923155745355,VER
19,166.61143064689185,168.15546318257253,HAM
20,139.515669376951,139.35467191735586,VER
21,224.0290949381829,227.79852463007214,HAM
22,263.3438202756302,260.9515335619048,VER
23,258.86214291777213,249.8939166,VER
24,277.208463389899,272.570884868431,VER
