Minisector,HAM,OCO,Fastest
0,305.3469864285714,287.9617561362963,HAM
1,325.5007713476768,297.3317227670588,HAM
2,330.83184518095237,302.17870021226895,HAM
3,322.08535932054656,297.8326443963399,HAM
4,165.90850738410884,166.56197134261893,OCO
5,207.29170627968026,203.51519631892552,HAM
6,229.28434560987017,238.40173980120605,OCO
7,266.1193833003361,266.2414586506667,OCO
8,245.11493446133332,252.74159161489175,OCO
9,156.17087198154704,157.2151556189657,OCO
10,215.9798985346032,226.20519544888887,OCO
11,130.7016206483068,123.60216399343248,HAM
12,232.39343860242946,216.8762078497621,HAM
13,176.80877479405262,175.9896450219355,HAM
14,216.40203248825665,204.053917793204,HAM
15,237.59158530224443,237.62795131555555,OCO
16,269.2575081916266,257.68603423768315,HAM
17,293.13770768625244,281.74348430424817,HAM
18,148.2687459206403,154.64329832539087,OCO
19,161.88792179637815,156.75339431682016,HAM
20,132.3271029747298,134.32077203220896,OCO
21,224.53596818493506,221.82027882666665,HAM
22,257.72236451245294,257.48897864900215,HAM
23,244.23154254560464,245.46407818747474,OCO
24,272.0733163138322,268.5818978605688,HAM
25,288.87000064,280.56874933333336,HAM
