Minisector,HAM,RIC,Fastest
0,275.7570482206852,280.5654419974455,RIC
1,291.47649379343795,296.32293075839436,RIC
2,289.5869977613353,290.4524997184107,RIC
3,200.42761005473656,175.33583877773626,HAM
4,131.84607185682765,127.58713310173503,HAM
5,242.8391574626024,244.49395453910546,RIC
6,283.3177982257771,295.5614353605707,RIC
7,297.7530147189888,298.13920794024835,RIC
8,191.60539879293916,169.09277674896893,HAM
9,154.678439457826,149.4276931828459,HAM
10,253.3453940756525,258.298110987137,RIC
11,284.1363957850996,290.09452951747875,RIC
12,293.79522040906016,294.9447452331349,RIC
13,289.3115778381171,281.5078565577618,HAM
14,298.48105571751,302.38662421969065,RIC
15,296.5244402797999,303.02532563491377,RIC
16,266.60563457623897,249.33894345666806,HAM
17,243.75720691116356,232.22693615839037,HAM
18,284.0318364916553,291.7868226934415,RIC
19,301.4573627087106,321.3155398228479,RIC
20,307.61260252366435,321.49418874073956,RIC
21,249.2253937188489,204.793162920403,HAM
22,265.55238803849306,256.20064690932116,HAM
23,147.9425511958809,136.7224625474443,HAM
24,223.06924612322976,224.1902446396755,RIC
