Minisector,HAM,LEC,Fastest
0,300.8512595974095,306.010800133654,LEC
1,229.31510860546032,235.612533927768,LEC
2,135.43885371757403,130.3822482401562,HAM
3,245.97524985779845,230.7074163967046,HAM
4,191.96616683020682,191.43337880242703,HAM
5,239.65652069538316,248.1387957045118,LEC
6,226.23560035003067,229.3180761662669,LEC
7,257.2135994407408,255.03142920619527,HAM
8,288.70266636344337,290.03693842550723,LEC
9,205.32357823747614,196.68022303247474,HAM
10,201.53036528335025,211.3927965347121,LEC
11,274.21703255316805,274.60412653968257,LEC
12,218.63858133294536,201.29995143991144,HAM
13,251.66249909255188,247.0994188812494,HAM
14,290.99291529251326,290.2267996782417,HAM
15,305.3619792242424,307.33114309250476,LEC
16,307.43795747262175,304.1164330466872,HAM
17,209.68175443273057,202.16007483572466,HAM
18,260.32540630219347,268.9053704507936,LEC
19,293.361906402963,296.2103473879365,LEC
20,305.7395927949121,309.86384165925926,LEC
21,304.3369489403752,310.03845331070704,LEC
22,150.66924657349628,148.3583414774954,HAM
23,234.30500236458653,238.6744610386646,LEC
24,288.0410984035072,287.81518004953887,HAM
