Minisector,NOR,HAM,Fastest
0,295.9930331243513,303.869166264254,HAM
1,173.38217128664502,162.7591296523126,NOR
2,177.199034613663,174.68399874504814,NOR
3,252.80521506917393,255.62395529535857,HAM
4,287.37757702702027,284.4204809955478,NOR
5,253.6841254969697,256.9251007053391,HAM
6,229.24943031077254,224.27655183011038,NOR
7,154.96718084466875,154.58692000560902,NOR
8,225.7814968370068,222.81180362994644,NOR
9,280.39660791665705,280.34155387273984,NOR
10,301.3426601732,303.9298603321763,HAM
11,311.701276477193,320.963605002164,HAM
12,316.6612433801631,332.8518827512424,HAM
13,314.16517138257495,331.8232537760401,HAM
14,138.01268036871068,129.17624340089463,NOR
15,119.51339316631562,116.12658808392534,NOR
16,102.84840162510747,100.75585379329969,NOR
17,234.7718671453968,232.5695728248004,NOR
18,285.0598270657924,284.2122658687159,NOR
19,305.7063211688312,310.4337879559929,HAM
20,316.1916942953651,327.1463880906667,HAM
21,317.91528306646273,332.4624761727273,HAM
22,127.4991159004056,130.96105295869884,HAM
23,207.2156135949384,201.42266049835126,NOR
24,272.70026648194954,271.3511434861834,NOR
25,286.5249984,290.88500096,HAM
