Minisector,LEC,ALO,Fastest
0,323.5124603527014,318.83279565343884,LEC
1,338.2597086845113,329.09509175071014,LEC
2,337.55299979147867,331.86310722742854,LEC
3,201.45930454337238,190.5632930314869,LEC
4,110.94093627404878,105.41093719546203,LEC
5,259.1428776301351,263.2609557148361,ALO
6,299.8455919703309,299.32659853494766,LEC
7,319.611044186723,314.80742627361343,LEC
8,279.17855079997827,274.47369172554926,LEC
9,133.40725902116094,136.30405178031032,ALO
10,207.15278045131558,213.12334013793102,ALO
11,208.94121989817918,201.18281175237942,LEC
12,188.0558487825192,184.56185442223486,LEC
13,264.75045739192143,265.9355594109091,ALO
14,307.755692738089,301.60488857790324,LEC
15,324.56551992407685,315.4015418219302,LEC
16,273.4351661124488,251.76720062984128,LEC
17,198.17416295009417,204.38043583022912,ALO
18,265.9468539873568,271.12358186949746,ALO
19,305.79861538966804,305.5510015381396,LEC
20,324.10838626913716,320.31089996973463,LEC
21,322.03941354666665,300.4964624494087,LEC
22,195.0962946337676,198.02118087974603,ALO
23,258.74206682822273,259.3195331390476,ALO
24,303.350330210915,299.3135311815956,LEC
25,,311.45999872,ALO
