Minisector,HAM,GAS,Fastest
0,295.86896189026714,283.73920494545456,HAM
1,316.7827540749996,298.1104165333333,HAM
2,327.1901318736842,303.6355159873016,HAM
3,332.7868055703704,307.01666672,HAM
4,267.3703571488635,255.37682426817858,HAM
5,194.98162710857144,187.94938814175381,HAM
6,255.89003591552793,255.06790967708022,HAM
7,269.3830037905067,281.04020112384,GAS
8,209.3684120538588,202.96555615999998,HAM
9,214.33996829782882,213.9534922552583,HAM
10,145.97801771950267,139.4721026268155,HAM
11,247.43428942697847,243.73455201309852,HAM
12,274.5325756121212,274.2624815143143,HAM
13,227.0657653961647,219.0196739006084,HAM
14,261.53473041490685,261.969047115528,GAS
15,233.54188320548866,232.28035347692307,HAM
16,184.82122306666668,176.75630866285715,HAM
17,258.71578841036546,255.06778734480937,HAM
18,150.81065697746806,148.75885328120657,HAM
19,209.87829900013028,205.23848362479518,HAM
20,268.9215364502165,270.2323048380952,GAS
21,286.0470882043402,290.81439890942613,GAS
22,167.11779121269842,159.31071520423282,HAM
23,186.784046198341,176.36160061842918,HAM
24,258.0049684273292,255.41795677747953,HAM
25,274.47083306666667,275.72500053333334,GAS
