Minisector,HAM,NOR,Fastest
0,278.70165003519134,274.4910276063492,HAM
1,297.99230106478325,294.77466958444506,HAM
2,294.27604732026714,290.74183325866665,HAM
3,186.72728923977766,187.24597082143208,NOR
4,119.81700245475825,116.46859981529934,HAM
5,236.18884538494623,236.33888330603816,NOR
6,285.4973260576535,280.82126390165325,HAM
7,296.5652776,291.3691522778594,HAM
8,181.90195095321263,178.59179489780294,HAM
9,142.27977935667357,135.98546489620603,HAM
10,248.88520228045977,248.63499606567473,HAM
11,288.5971199918777,286.1247783153046,HAM
12,298.5468993968254,297.6422454581529,HAM
13,277.96656506765027,279.7985438940621,NOR
14,297.667067454164,293.826165752381,HAM
15,300.5436257206349,290.8768128857515,HAM
16,252.6366508514666,243.07177386666666,HAM
17,225.55168322480617,222.94086796493286,HAM
18,280.59785111622693,276.69370955634366,HAM
19,302.4512155111111,296.3086022698637,HAM
20,303.53896512378157,294.48462979672394,HAM
21,235.7536632190476,227.37382175834648,HAM
22,261.82231701694866,253.87126664247646,HAM
23,142.11763170990167,137.40246981331686,HAM
24,211.86813885490196,214.91443239645082,NOR
25,258.5833386666667,,HAM
