Minisector,PIA,HAM,Fastest
0,297.5119199927746,303.869166264254,HAM
1,170.5059265722546,162.7591296523126,PIA
2,175.48174109373932,174.68399874504814,PIA
3,252.95768725394285,256.59424313843675,HAM
4,288.39125351339254,285.02048099554776,PIA
5,253.58724090510802,255.51260528285454,HAM
6,233.62216212453134,224.25293326358386,PIA
7,157.398032446749,153.3629886004808,PIA
8,229.30860568435767,227.79356121341004,PIA
9,283.7347807047619,281.88182087014366,PIA
10,305.1311377750932,305.0167172403683,PIA
11,314.53563180440125,322.38125105222247,HAM
12,319.4846198269006,333.9152867458724,HAM
13,317.5215765982547,326.2395893272381,HAM
14,124.19838569530837,121.61203507026414,PIA
15,117.53197088204112,114.04462127360078,PIA
16,103.87297407637402,105.83098269200879,HAM
17,237.2980524051777,239.04086929887447,HAM
18,286.26661828848484,286.5800166758413,HAM
19,305.3883286030382,312.268022017697,HAM
20,315.19712907402317,328.32388803733335,HAM
21,316.80897609916855,328.45873591283777,HAM
22,122.84793037376956,119.94405526179231,PIA
23,212.00121311181022,211.3873046305185,PIA
24,271.80091471179577,275.1223718258325,HAM
25,286.9124992,,PIA
