Minisector,VER,OCO,Fastest
0,271.48414440624555,270.7267830207035,VER
1,296.5654916480808,304.29943250735926,OCO
2,311.6037617579965,322.1000784271429,OCO
3,318.0357378979744,334.8036582452572,OCO
4,322.3868590993007,344.8708332952381,OCO
5,323.89579476389343,345.7054761447619,OCO
6,194.50472123500995,226.01437467062695,OCO
7,107.11940648909771,99.4641707416041,VER
8,184.9400874999034,177.5406441945388,VER
9,259.994010689801,253.03356523047617,VER
10,289.2889396997442,290.8758266115014,OCO
11,169.96066052568543,162.01841667310347,VER
12,100.76607765938321,93.03373416183784,VER
13,114.53758203985608,110.52348518441939,VER
14,220.4414608795228,209.81505673535355,VER
15,188.2417106070226,182.7616857689182,VER
16,223.89554622713754,224.46801527873015,OCO
17,176.82495946481052,165.6773314443034,VER
18,234.51729000973543,228.79692843631747,VER
19,273.9344899063168,273.2732522647769,VER
20,241.36229764571428,241.00091707654323,VER
21,144.87592633223778,144.35418773125485,VER
22,95.70110987911364,93.25272506083581,VER
23,124.88632413370064,117.23235461714287,VER
24,222.994038631101,215.38006829079364,VER
25,254.52142994285714,250.5625,VER
