Minisector,HAM,BOT,Fastest
0,232.04186661245154,233.14918018713226,BOT
1,281.2855932110255,283.1293081478594,BOT
2,295.38624056074474,297.5310471330797,BOT
3,302.50407716130707,303.9537734242782,BOT
4,277.8005062885794,277.05489682150323,HAM
5,174.54457065078898,170.37741334546902,HAM
6,262.62678239461695,262.46356064247203,HAM
7,278.41908932931705,280.4036182231495,BOT
8,224.78829994395673,218.56635824970277,HAM
9,221.67810273908657,226.86039873830856,BOT
10,193.71973441112002,186.81019733108496,HAM
11,228.27944053674523,225.73216994638898,HAM
12,213.4175949349278,208.88529929230643,HAM
13,223.369713972983,214.56622062186923,HAM
14,224.64014771213706,224.4612380833448,HAM
15,187.42328840589832,183.90829517570486,HAM
16,247.64884646891662,249.16233669207074,BOT
17,284.8424519907042,285.8110569170679,BOT
18,296.34466210443435,298.9506000642423,BOT
19,287.08811714326015,288.33242956704845,BOT
20,137.79162501304373,133.43254481036783,HAM
21,168.6495385750066,162.75242604516032,HAM
22,153.06353750405137,159.53730174593744,BOT
23,210.28789848640062,206.9245461115936,HAM
24,150.6893287676846,151.06675113358955,BOT
25,185.6,,HAM
