Minisector,PIA,RUS,Fastest
0,270.19363391252205,272.014822944903,RUS
1,289.07093603990927,289.03812139384416,PIA
2,287.5798933665408,293.30763691,RUS
3,125.73819060977404,122.39319860934786,PIA
4,195.75220567809524,196.60840051870755,RUS
5,244.89065880987772,254.99527361539714,RUS
6,134.92659957370023,142.02651767046584,RUS
7,206.36040463492063,203.4021225722964,PIA
8,258.141256905732,257.5935510103258,PIA
9,277.39726690285715,279.3702032597572,RUS
10,230.39734885431636,237.83677766285714,RUS
11,169.51743257150858,177.53417565959185,RUS
12,194.95821364033014,195.94251216412988,RUS
13,139.9134939770538,146.31460850130395,RUS
14,176.69847123249167,179.77843533776206,RUS
15,164.46411769412893,167.02079781790476,RUS
16,224.80748214744688,222.3036780376227,PIA
17,232.3546792807321,239.35879959619047,RUS
18,238.98258360571427,243.41447962078837,RUS
19,227.06404070615372,234.02638770539684,RUS
20,145.93757553201536,151.38185928669992,RUS
21,129.37055807468678,127.88501573921089,PIA
22,164.89383262375918,168.25141710844855,RUS
23,150.3204252822934,156.63600058085217,RUS
24,227.67103071935497,230.67559726149662,RUS
25,257.97499999999997,255.9250048,PIA
