Minisector,VER,LEC,Fastest
0,290.64675744862257,291.35781564773106,LEC
1,302.808650637545,296.0592229387645,VER
2,173.04166064105178,156.07966926550102,VER
3,226.73301203023865,219.57361885575756,VER
4,274.4180318044444,270.90505636029627,VER
5,294.71337198271635,291.730780390056,VER
6,302.82284249026424,301.0815441813853,VER
7,178.4929276186549,167.55229620261133,VER
8,131.65293427254082,126.85216149324572,VER
9,250.40963001000569,249.015412236937,VER
10,285.28458457405276,285.5117781692352,LEC
11,301.13291637333333,298.63680480000005,VER
12,156.73708563013065,146.24250084588184,VER
13,186.964309184,192.4647946899306,LEC
14,259.64633319718,258.38414778463977,VER
15,219.8563777357576,207.54535523786436,VER
16,226.3833660596664,211.12608772953504,VER
17,224.5973910707224,211.11376952065066,VER
18,250.53266293348725,241.05856766938325,VER
19,279.61505486365184,276.4116277992158,VER
20,298.64167293275614,296.82632960056435,VER
21,272.6558337323809,262.8034063567073,VER
22,231.1909217235921,219.58606565917432,VER
23,209.14071087688453,199.9064436471795,VER
24,265.0066284923906,260.067929135961,VER
25,280.3090909090909,282.07500159999995,LEC
