Minisector,HAM,LEC,Fastest
0,292.118055415873,295.8840655353868,LEC
1,300.0451885132974,304.6342263957672,LEC
2,280.2922841624844,301.4511252757778,LEC
3,117.72121391652736,117.4412820038551,HAM
4,226.53088996104276,230.65071724045123,LEC
5,267.9542513268958,269.8171942850506,LEC
6,220.62622820625197,221.65177526868268,LEC
7,164.58477517288617,167.76968085992854,LEC
8,206.90576745278324,204.84270441587952,HAM
9,211.93587947866922,222.1117505523845,LEC
10,116.2659108816873,116.30108374380079,LEC
11,229.8975036723936,233.8849965350302,LEC
12,116.89179663214999,119.13283894763461,LEC
13,227.94036340321426,224.9447221023683,HAM
14,283.8446377232491,276.0011657753403,HAM
15,229.08564587547764,228.1452480548197,HAM
16,200.88161914354797,200.761621627401,HAM
17,255.37403542420142,258.5462049127584,LEC
18,217.8943598650992,212.7915217034848,HAM
19,182.09700453741928,186.19991234041066,LEC
20,267.2816175765393,272.71083746238924,LEC
21,294.9237767863779,297.05738167359425,LEC
22,164.8495298194041,174.9697829864581,LEC
23,213.0535199737551,209.14402707010325,HAM
24,280.32815669800425,272.66971160068505,HAM
25,,286.45000000000005,LEC
