Minisector,RUS,SAI,Fastest
0,293.44521872442687,284.1770969025451,RUS
1,160.75869554821344,150.30020821966835,RUS
2,163.48386164952504,156.17144552085048,RUS
3,244.9741257148718,241.95865671143892,RUS
4,268.9190251951561,263.0221173625859,RUS
5,236.98360663042737,230.37855824516694,RUS
6,212.18425217460705,205.46046409764773,RUS
7,143.17310478523342,139.68703699870417,RUS
8,228.9632963095994,228.88232389438423,RUS
9,304.7880515487831,297.98178396645505,RUS
10,324.70435258164747,320.4724998577778,RUS
11,330.6063155957895,320.4425773929822,RUS
12,326.69613441791944,313.7951339085714,RUS
13,321.8130494036105,308.60457868883117,RUS
14,127.91400335779471,126.57798024582091,RUS
15,113.6127404831656,118.9397634286959,SAI
16,98.07087887840433,100.42753979922078,SAI
17,241.57525292698412,236.33146941298702,RUS
18,307.3662773672879,302.83766929862713,RUS
19,328.1924433347369,318.82318147369836,RUS
20,328.2773629281937,316.4836111644444,RUS
21,324.7221601647118,314.87368424421055,RUS
22,124.64764200905826,117.27754813754511,RUS
23,202.7469480399186,204.8150678649916,SAI
24,276.2651328522191,269.5242763215109,RUS
25,285.0,277.16770153250246,RUS
