Minisector,RUS,HAM,Fastest
0,299.55114181925927,312.2283452111271,HAM
1,218.62849319418027,217.20994620069266,RUS
2,206.08529499979798,217.8733288509807,HAM
3,268.2867103638247,270.94936574831746,HAM
4,234.17723596772487,255.27358976405435,HAM
5,122.94633359564955,122.62161343107411,RUS
6,207.2913910418328,192.6666569281385,RUS
7,240.4242419668687,244.95706211208488,HAM
8,238.69029375542752,235.05436913203008,RUS
9,222.9864385590062,235.92340670830802,HAM
10,277.22054400438327,287.2104603500023,HAM
11,308.03365338085183,309.3155050297808,HAM
12,319.8874998736842,321.8097177038866,HAM
13,321.84714592144934,319.5955533424762,RUS
14,314.87452402539685,307.5766007664762,RUS
15,248.87005463219998,255.24490003648242,HAM
16,229.65115355115987,237.92518030329668,HAM
17,282.0817328279035,275.68289510175435,RUS
18,291.931050885545,289.647745736127,RUS
19,159.68241253353793,154.81859944107103,RUS
20,196.88795730592977,195.13522669773653,RUS
21,189.00188637218506,185.98252907812125,RUS
22,129.03885124817162,130.13380131197118,HAM
23,227.36689418184207,225.93846796554112,RUS
24,268.9503010488363,289.71380275266426,HAM
25,291.93457085299855,304.93214323809525,HAM
