Minisector,HAM,GAS,Fastest
0,305.3469864285714,286.09069727625973,HAM
1,325.5007713476768,297.57541558257384,HAM
2,330.83184518095237,303.5252714801542,HAM
3,322.08535932054656,289.048529132549,HAM
4,165.90850738410884,170.73971332063493,GAS
5,207.29170627968026,200.44744455111112,HAM
6,229.28434560987017,231.1670178031623,GAS
7,266.1193833003361,263.67555555555555,HAM
8,245.11493446133332,254.8844241655707,GAS
9,156.17087198154704,158.94469329992737,GAS
10,215.9798985346032,222.29723583613378,GAS
11,130.7016206483068,126.2126825183384,HAM
12,232.39343860242946,225.37303176160856,HAM
13,176.80877479405262,181.5285629768079,GAS
14,216.40203248825665,205.85633598451358,HAM
15,237.59158530224443,234.990625015873,HAM
16,269.2575081916266,258.56092719411146,HAM
17,293.13770768625244,282.84712418300654,HAM
18,148.2687459206403,158.17691852319433,GAS
19,161.88792179637815,157.5410078528395,HAM
20,132.3271029747298,136.80017563926296,GAS
21,224.53596818493506,219.7478641150031,HAM
22,257.72236451245294,259.4530348634574,GAS
23,244.23154254560464,243.87298186899645,HAM
24,272.0733163138322,267.7109939044282,HAM
25,288.87000064,280.5250001777777,HAM
