Minisector,HAM,SAI,Fastest
0,199.80510922948852,155.6777745183258,HAM
1,263.474217,162.813820749737,HAM
2,292.63749902222224,120.11359330221087,HAM
3,306.3312300342857,134.9519406830572,HAM
4,176.1361153777778,114.72679224324928,HAM
5,211.61325452358452,202.8707855901407,HAM
6,272.16232184019583,131.32442278405586,HAM
7,296.1824554666667,170.65624279448602,HAM
8,301.96523104089636,243.79798519625334,HAM
9,230.68104931778146,265.97879818594106,SAI
10,109.25743775226466,275.9631579508772,SAI
11,238.16187537316017,168.74858265619793,HAM
12,281.17938487017545,85.70143456765031,HAM
13,296.31870455845507,174.3981670785123,HAM
14,183.55503428045975,174.8117705339478,HAM
15,150.97166813167024,164.89227701224775,SAI
16,250.1158718984127,144.3744413435635,HAM
17,214.64515061462725,100.23511951746032,HAM
18,190.51594412307693,,HAM
19,228.51323857735625,,HAM
20,228.55473333333336,,HAM
21,270.2091658133333,,HAM
22,291.85067604209775,,HAM
23,286.3620388740741,,HAM
24,234.93194453333334,,HAM
