Minisector,RUS,HAM,Fastest
0,303.4850731006984,312.7163030865485,HAM
1,313.4861109894737,326.6830529777998,HAM
2,305.0692694293996,310.4064212376181,HAM
3,176.2619034501852,176.49950369565786,HAM
4,221.43929390540282,212.39100460159236,RUS
5,200.67846935132906,196.90624633233784,RUS
6,178.48021769049,178.38077030547763,RUS
7,206.67704085764933,204.35455471304098,RUS
8,255.9959368257047,252.81113014367165,RUS
9,259.81040429758616,249.4260278621645,RUS
10,177.99115773138442,170.20749879793783,RUS
11,229.46480303576885,233.8253416508706,HAM
12,124.21497292059358,123.12196082716854,RUS
13,245.4171040500122,237.36784693800615,RUS
14,276.73019900061024,276.7354914955267,HAM
15,273.8458394795604,272.76747766470146,RUS
16,218.37570111781437,202.33322218003073,RUS
17,193.80424983811446,198.46591287496162,HAM
18,295.762570344583,292.4729931370751,RUS
19,332.5537826238219,327.29947798563074,RUS
20,345.4600002234921,327.86719571216935,RUS
21,321.07166987791004,301.2380228179592,RUS
22,279.0775841536204,246.3408807872175,RUS
23,122.80674021725595,126.07147532511829,HAM
24,245.65561463452656,249.5694924254945,HAM
