Minisector,NOR,LEC,Fastest
0,276.7919076738047,269.6220767314286,NOR
1,304.9420166385331,298.4594295755032,NOR
2,326.828500288,312.6190903727891,NOR
3,337.64786259369316,321.15029179580955,NOR
4,342.8985161717223,324.9005005244435,NOR
5,332.93226994285715,324.3513323660151,NOR
6,199.20517228281903,208.27471053510692,LEC
7,104.99104154798648,108.38477089022898,LEC
8,184.7313488740736,179.7937712417112,NOR
9,265.0740521592053,258.67246358919397,NOR
10,296.8272424242017,288.5097391507003,NOR
11,174.6294152588297,161.83063454636394,NOR
12,94.19385986891909,96.30327085932544,LEC
13,113.74860598104249,110.08722144267053,NOR
14,219.49370758023755,221.2473834752532,LEC
15,187.55972817299443,185.34776656644686,NOR
16,216.14825559706287,225.22781426937044,LEC
17,177.1368171376837,177.63993181704518,LEC
18,241.12307072593526,227.98628662932066,NOR
19,279.12743056911296,276.66796394052403,NOR
20,240.69177118423744,258.8334298129323,LEC
21,147.56759118032193,148.25577338311112,LEC
22,96.67633837765844,95.97036200267381,NOR
23,124.56959279406766,121.73475718036158,NOR
24,233.48297097396065,220.6947154812422,NOR
25,,255.7875008,LEC
