Minisector,VER,SAI,Fastest
0,272.54683324266665,268.49268168048485,VER
1,245.51750954550843,241.84990313797545,VER
2,117.95407132223019,118.8664566713468,SAI
3,176.5303038709841,172.74534666558924,VER
4,194.89585598817084,185.06956520417555,VER
5,198.8609649721039,203.2720763205861,SAI
6,264.33602710857144,263.85183017311897,VER
7,286.5288562154882,285.3301882706767,VER
8,235.4076778359977,244.2019221483506,SAI
9,155.3551703658558,148.07415830185445,VER
10,120.65127033013033,115.76026243360707,VER
11,149.59767969536065,150.9605225150718,SAI
12,242.95725892155843,238.61991899999998,VER
13,143.85779134490426,157.2781823664138,SAI
14,154.3319458190556,144.0085082240422,VER
15,107.6880779764918,115.89139573561955,SAI
16,220.17391727511026,205.36199241345403,VER
17,229.682646236965,248.02205204402603,SAI
18,128.3000271421852,125.297555165306,VER
19,239.8435268227119,233.57569526875304,VER
20,274.28488117769786,271.1182758104308,VER
21,200.36580546156202,214.62777282170273,SAI
22,154.55877061873497,145.86396816304574,VER
23,218.67378252493654,215.49998331665225,VER
24,230.35533696202253,219.05890467502013,VER
25,,254.30807213333333,SAI
