Minisector,VER,BOT,Fastest
0,290.31069288018887,288.81907527249746,VER
1,299.86979173333333,297.77242082696966,VER
2,302.77361114074074,303.00187977944864,BOT
3,290.418319648128,305.9050438736842,BOT
4,169.18884743529412,193.10295893333333,BOT
5,213.75527796187913,228.04475326105353,BOT
6,236.77428108571428,257.22833397398784,BOT
7,264.3414927439844,274.581547784127,BOT
8,251.0856788858497,269.2139840710834,BOT
9,167.38502137551873,178.0517493904762,BOT
10,226.9818852251062,236.97554630934337,BOT
11,138.44677172081532,142.55750050666666,BOT
12,228.60716733866667,227.73583388626116,VER
13,198.09186935592354,205.77894000656815,BOT
14,215.8737665185185,223.8752739801144,BOT
15,235.61294023857388,258.45955623188405,BOT
16,259.358323543688,270.0158126874383,BOT
17,279.6847222349206,289.0367848399713,BOT
18,130.17932136581254,133.99569140717296,BOT
19,164.0348945507796,171.47576577662338,BOT
20,150.6002849367125,156.8635607334053,BOT
21,165.36862191168746,169.50584667338936,BOT
22,118.49740470153156,121.97571585913806,BOT
23,228.8026197942857,232.93412242168404,BOT
24,269.31178340460474,273.48373023492064,BOT
25,,286.1124992,BOT
