Minisector,LEC,HAM,Fastest
0,324.0299603809524,317.2037499352381,LEC
1,331.98161240684544,323.55041664,LEC
2,331.5491227508772,325.7548245333333,LEC
3,174.86743512595456,173.57364994800514,LEC
4,133.56381961010473,140.19400462414194,HAM
5,273.11866254760014,270.85117226748736,LEC
6,305.60666337952034,298.4028143768522,LEC
7,317.9818750933333,309.88083322666665,LEC
8,261.7862830052833,261.88739051959413,HAM
9,155.19614647999998,163.580154059243,HAM
10,221.1912122820781,233.9430611569097,HAM
11,229.84547634402244,238.60569959267397,HAM
12,199.18307398889593,213.69454306933415,HAM
13,279.30893783188407,276.40731102709645,LEC
14,313.31337734736843,303.83757152701014,LEC
15,326.2246173536868,316.98564361539565,LEC
16,249.94733201066666,266.9102912380952,HAM
17,213.453779566808,227.1527929237806,HAM
18,278.4569810562771,280.7558751271222,HAM
19,313.2556231763636,307.22073657182113,LEC
20,328.3002844723239,318.1139582933333,LEC
21,297.49345127619046,303.22297000731277,HAM
22,210.00829191254215,227.0838650473145,HAM
23,274.48162923636363,276.8112079070449,HAM
24,309.99288229469477,305.0967718396961,LEC
25,,312.97500053333334,HAM
