Minisector,HAM,NOR,Fastest
0,288.71410527556327,283.8767507972699,HAM
1,306.72585375682087,294.37377394885084,HAM
2,280.64413037905734,274.57380469427886,HAM
3,176.68641736375005,166.0155642225903,HAM
4,116.53271243720155,114.85330203519038,HAM
5,236.4076619861336,240.45610136861907,NOR
6,297.7862333899473,288.9606478459822,HAM
7,309.2454801195959,289.79678074356264,HAM
8,166.14552002301684,170.51507343762785,NOR
9,137.32006460906086,137.5737916765265,NOR
10,251.62079445056312,258.5399077208429,NOR
11,290.12497498169466,297.2038256185085,NOR
12,294.7670213458643,296.96220764485855,NOR
13,271.65309410890046,271.8143496602881,NOR
14,286.23803031757575,284.20331626741824,HAM
15,278.2456551420583,277.4395625141185,HAM
16,239.56894006440797,233.61663167114253,HAM
17,221.90941196048547,225.71331299007142,NOR
18,274.3643791258321,280.6430911777645,NOR
19,299.33437541149635,297.8351504711111,HAM
20,307.00231670022674,297.19556204377614,HAM
21,219.4931019683975,223.80266243869076,NOR
22,243.03984935114408,235.32876564267661,HAM
23,134.26614704486173,133.47468037185232,HAM
24,202.3629747661439,213.7487500491233,NOR
25,254.6750016,,HAM
