Minisector,VER,NOR,Fastest
0,250.7917214061799,249.1296373599979,VER
1,209.54893178439343,207.03993879064063,VER
2,199.505002469102,201.4482635240475,NOR
3,244.94681732810668,256.37639891301586,NOR
4,262.6321949990365,270.455150105176,NOR
5,284.8035393906884,278.05936981157026,VER
6,160.98028056649494,163.12795202678186,NOR
7,176.12564148325924,186.84275382695844,NOR
8,262.7715078731575,263.60878740450374,NOR
9,291.2967874200979,288.85044126952573,VER
10,302.7136365028572,296.89508236952395,VER
11,303.11401593322364,291.1860819327731,VER
12,108.12383696031827,115.71892476718685,NOR
13,189.85960870944746,186.64341319726037,VER
14,268.2834803697101,266.86031572365835,VER
15,294.8600680406349,291.2743757122042,VER
16,296.0012921329594,290.86279463218045,VER
17,175.2322742430427,183.7223747645227,NOR
18,206.81014205968253,221.06043924977504,NOR
19,260.37548375828675,260.40793762696154,NOR
20,152.69799246532494,158.01182707034027,NOR
21,144.42372061313839,144.8285969554673,NOR
22,218.97651574564102,220.9900045348131,NOR
23,230.25236792625722,230.08703324444443,VER
24,153.21679454348524,160.49413421503343,NOR
25,225.0857142857143,225.6750016,NOR
